id,original,edit,meanGrade,pred
6787,Trump ’s remarks that Middle Eastern <states/> ‘ would n’t last a week ’ without U.S. cause anger in the region,wives,1.2,0.988097
5706,"As China 's Coal Mines Close , <Miners/> Are Becoming Bolder In Voicing Demands",kitties,1.2,0.939525
6496,"North Korea fires four ballistic <missiles/> , PM Abe says",pizzas,1.2,1.142179
8117,Orange County <Rep. Dana Rohrabacher/> was lobbied by the former Soviet military intelligence officer at the Trump meeting,rapper,1.2,0.78186
3928,Trump said he would hire the best <people/> . Instead we got the Trump administration .,academics,1.2,0.792647
8920,U.C.L.A. <Players/> Returning Home After Trump Asks Xi for Help,Mascots,1.2,1.130348
10927,Bernie Sanders ' <Son/> Is Extremely Mad Online,penguin,1.2,1.089981
3052,Trump does n't want you knowing the benefits of <regulations/> far outweigh the costs,money,1.2,0.725044
14878,Exit poll has populists behind in Dutch <election/> ,oven,1.2,0.913013
4673,Denver demonstrates : Legalize marijuana and get affordable <housing/> ,drugs,1.2,0.964595
1417,FBI Director James Comey to <testify/> at Russia hearing : How to watch online,perform,1.2,0.94556
13831,Leaked <memo/> schooled Tillerson on human rights,kindergartener,1.2,0.900134
8402,President Obama served as White House staffer 's <groomsman/> at Florida wedding hours after farewell party,aunt,1.2,0.87959
6887,"Mexican bank intervenes after woman , 116 , deemed ' too old ' for <card/> ",birthday,1.2,1.058516
12776,"Shootings , Kidnappings Mark 3rd Week of Mexican Border City Cartel <Violence/> ",party,1.2,0.505141
4493,Muslim rape-murder case in India disrupted by Hindu right-wing <groups/> ,mutants,1.2,1.030485
5799, <Freedom Caucus/> and Ryan faceoff over Friday shutdown,Weekend,1.2,0.62722
5103,"Merry Christmas , Vladimir — Your Friend , <Donald/> ",Jesus,1.2,0.839609
13009,"Right On Cue , Soros-Financed MoveOn.Org Holds DC Protest Demanding Sessions ’ <Resignation/> ",Resurrection,1.2,0.803152
12686,"Report : CBS , PBS Knew About Charlie Rose ’s Alleged Sexual <Misconduct/> for Years",Ambiguity,1.2,1.210932
3372,"Obama Criticizes Trumps <Immigration/> Ban , Is ' Heartened ' By Protests",Artichoke,1.2,1.001956
2553,Do conservatives feel the same fear and embarrassment as I do over <President Trump/> ?,cuddling,1.2,1.291059
7966,"Who will <replace/> Flynn ? Robert Harward , Keith Kellogg , David Petraeus top the list",shave,1.2,1.346537
4672,Tillerson breaks <protocol/> by meeting Turkey 's Erdogan without translator,wind,1.2,0.806395
483,"Brexit will not jeopardise <peace/> in Ireland , EU 's chief negotiator says",potatoes,1.2,0.984966
7979,Trump travel ban heading to Supreme <Court/> ,Leader,1.2,0.646901
4779,Gowdy : Former UN Ambassador Samantha Power claims others unmasked in her <name/> ,bathroom,1.2,1.231412
5131,"Paul Ryan <caught/> on hot mike - "" Waste of my fucking time """,coitus,1.2,1.177376
5700,Here are the country 's most and least popular <senators/> ,grandparents,1.2,0.772259
1315,Trump warns North Korea to ' <behave/> ',dance,1.2,1.9988
351,California assemblyman <resigns/> after a lobbyist accuses him of masturbating in front of her in a bathroom,dances,1.2,1.307779
7980,LA Times editorial board condemns Donald Trump <presidency/> as ' trainwreck ',diet,1.2,1.29732
8234,Sen. Graham introduces anti-abortion bill in <Senate/> ,dream,1.2,0.780273
14125,Why a Facebook <warrant/> could signal a turning point in Mueller 's investigation,friend,1.2,0.789351
402,Basque leaders hope ETA disarmament plan will bring <end/> to long conflict,amputation,1.2,0.924075
14490,What would happen if Trump sparked a <trade/> war with China ?,cuisine,1.2,1.284195
5396,Scott Pruitt confirmed as <head/> of EPA,dictator,1.2,0.78554
6253,[ Breaking ] Syrian militias say capture Tabqa City and <Dam/> from ISIS,bakery,1.2,0.743235
8467,Transcript : Trump dossier focused on opaque <business/> deals,window,1.2,0.743081
3512,"Trump Could Use Military To Launch His Own <Coup/> , Warns Former White House Ethics Lawyer",Restaurant,1.2,0.988288
12692,How Trump ’s ‘ Fire and Fury ’ Rhetoric Plays Into <North Korea/> ’s Hands,mom,1.2,0.875775
13338,Why A <Pill/> That 's 4 Cents In Tanzania Costs Up To $ 400 In The U.S.,hamburger,1.2,0.935255
7668,Bob Woodward defends journalistic objectivity in the <era/> of Trump,disaster,1.2,0.513595
754,Key moments from President Trump 's wide-ranging press conference with <Mitch McConnell/> ,mother,1.2,0.857982
3479,Trump to <decide/> ‘ very quickly ’ on US pullout from Syria,hiss,1.2,0.684503
2925,Trump targets Rep. Nancy Pelosi over photo with Russian <officials/> ,prostitutes,1.2,1.484524
8760,Hillary Clinton ’s big problem was n’t bad data — it was bad <politics/> ,lighting,1.2,0.708023
36,The Latest : Election tally shows <Austria/> turning right,Cars,1.2,0.804715
5837,Trump is a dangerous ' Asteroid of <Awfulness/> that has fallen on this world ' : British Politician,orange,1.2,0.592982
708,Firing Mueller ? Pardoning cronies ? Trump could get away with that and more if Congress does n't <act/> ,breakdance,1.2,1.574232
5259,Vladimir Putin ’s next <move/> : What does the Russian leader want from Trump ? And what will he offer ?,movie,1.2,0.805636
1398,Trump on ‘ Women ’s March ’ : ‘ Why Did n’t These People <Vote/> ? ’,jog,1.2,1.067628
4452,The Latest : Trump says decision mutual to nix Mexico <meeting/> ,tequila,1.2,1.237161
8536,"NFL players union vows Donald Trump <comments/> will not deter stand on protests , safety",rantings,1.2,1.001488
9879, <Helicopter/> ' attacks ' Venezuelan court - BBC News,Dingo,1.2,1.087211
103,Report : Senate 's Russia <probe/> understaffed,bakery,1.2,0.690523
1394,Ex-CIA chief John Brennan to Trump : ' America will <triumph/> over you ',trump,1.2,0.965795
9733,Donald Trump ’s super-secret <spy/> team ? This loony scheme is way too plausible,swimming,1.2,1.233439
3432,Opinion : Can Beto O’Rourke <Beat/> Ted Cruz ? Here ’s How,anesthetize,1.2,1.128745
9789,Trump brings shame to the U.S. with an <immigration/> ban based on fear,tanning,1.2,1.88904
15022,A new study says <Mexico/> is more dangerous than active war zones — here 's why that 's not true,Lasagna,1.2,1.048865
10975,Has the Trump presidency permanently changed how the <media/> cover the presidency ?,hairs,1.2,1.140409
6649,China minister warns against seduction of <values/> by Western nations,minstrels,1.2,1.140394
6153,A new law intended to curb <sex/> trafficking threatens the future of the internet as we know it,cheesecake,1.2,1.217985
1859,North and South Korea Agree to <Border/> Talks Next Week,redecorating,1.2,1.322591
7526,Trumponomics are as big a <bust/> as Trumpcare,dump,1.2,0.803903
2650,"APNewsBreak : Border <arrests/> plunge , deportation arrests soar",parties,1.2,0.837735
3525,Iraq Wants $ 88 Billion for <Rebuilding/> . Allies Offer a Fraction of That .,soup,1.2,1.269949
14395,""" <Pence/> Is Trying to Control Republican Politics . Trump Aides Are n’t Happy . "" An opportunist hard at work .",Witch,1.2,0.917478
12948,Sean Hannity has become the media ’s top conspiracy <theorist/> ,creator,1.2,0.642763
5304,Report : Open Borders Advocate <George Clooney/> Moving Family Back to Trump 's America for ' Security Reasons,cow,1.2,0.573882
1092,is week in Donald Trump ’s conflicts of interest : More drama about <China/> ,llamas,1.2,1.214027
10385,Trump Travel <Ban/> Faces Court Hearings By Challengers Today,Comedy,1.2,0.814313
2672,Trump appears to admit Russia interfered in the <US/> election in a tweet criticizing Obama,school,1.2,0.682481
1622,Why Trump 's next big <policy/> reversal could be on the TPP,tan,1.2,1.133815
6838," <Trump/> to McConnell : ' Mitch , go nuclear '",Earth,1.2,0.27629
2569, <Putin/> says Kim Jong Un won this round .,Boxer,1.2,0.673422
14584,Two large banks to raise their minimum wage to $ 15 an <hour/> ,eon,1.2,0.825279
10967,Dem leaders split on whether Rep. Kihuen should <go/> ,dance,1.2,1.338075
5727," <Students/> are more anxious in the Trump era , teachers say",Babies,1.2,1.130504
11878,A judge ruled this veteran is a US citizen . Now he faces deportation to <Mexico/> ,space,1.2,0.732957
10628,UK set to ban <laptops/> on flights from Middle East countries,nudes,1.2,1.635299
13472,Howard Dean Thinks FISA <Court/> Was Set Up After 9/11 … It Was Not,soccer,1.2,0.75368
13253,Fact check : Donald Trump ’s <tax/> plan and ‘ the rich ’,Meal,1.2,1.178978
5658,' His mustache is a <problem/> ' : Trump reportedly soured on John Bolton for a top Cabinet position because of his looks,beauty,1.2,1.092811
219,"Amid calls to step down , Moore finds refuge with <base/> ",Polka,1.2,1.350747
12124,Trump hires Omarosa for his <White/> House team,dog,1.2,1.357857
5049,U.N. Nuclear Inspector : North Korea 's <Capability/> Has Entered A ' New Phase ',Hilarity,1.2,1.076035
7291,Jared Kushner says Trump campaign was too incompetent for <collusion/> ,anything,1.2,0.909454
5643,Bill Clinton paved the <way/> for trump .,drive,1.2,0.859669
2159,Call Voter ID Laws What They Are - Attempts to Suppress <Minority/> Voices,Ghostly,1.2,0.794167
5679,"Ex-Clinton staffer : If Obama cured <cancer/> , Trump would try to bring it back",baldness,1.2,2.003387
9303,Trump <requests/> the US Department of Defense for a military parade,decorates,1.2,0.626134
367,The Key Players In Trump 's ' Deep State ' Conspiracy Theory Are All <Republicans/> ,Ghosts,1.2,0.809779
14788,As a proud Israeli I want <peace/> . Killing Gazans wo n’t bring that,pizza,1.2,1.25134
2522,Trump 's <Lawyer/> Threatens To File Complaints Against Comey,dog,1.2,1.154607
2412,"Texas church <shooting/> , Zimbabwe and more : 5 things to know Wednesday",hoedown,1.2,0.421049
11757,Trump opioid <plan/> includes death penalty for traffickers,fantasy,1.2,0.758722
1899,Tourist faces death penalty for bringing husband 's pain pills to <Egypt/> ,kitchen,1.2,0.87781
6842,"Canada to legalize recreational <marijuana/> in 2018 , official says",velvet,1.2,1.176586
130,"Democrats are heading toward some big losses in this fall 's midterm <Senate/> races , polls say",Buggy,1.2,1.028836
6465,Trump Lays <Wreath/> at Pearl Harbor Memorial,Woman,1.2,0.513588
7822,"Barred from China and silenced in the US , this <beauty/> queen is n't backing down",kangaroo,1.2,1.196424
1565,Democratic <mayors/> pull out of White House visit over ' sanctuary cities ' action,cats,1.2,0.835408
10809, <FBI/> investigating Whitefish Energy deal : report,Sherlock,1.2,0.605222
1939,"The 100 best <books/> to read in your lifetime , according to Amazon",palms,1.2,0.941454
3694,Infowars peddled stories from a Russian <propaganda/> outlet for years,hat,1.2,0.759868
6240,"Trump wants 15,000 more agents to patrol the US border , but immigration authorities say there 's one big <problem/> ",agent,1.2,0.653005
5610,Trump ’s Conspicuous Silence Leaves a Struggle Against <Russia/> Without a Leader .,dummies,1.2,1.256663
10217, <Donald Trump/> said 4 things that are n't true in a single 47-word tweet - CNNPolitics,pigeon,1.2,0.380715
15001,"Spicer on Syria : If you <gas/> a baby or barrel bomb , expect a response",burp,1.2,1.363836
10107,"Washington Loves General McMaster , But <Trump/> Does n't",McMaster,1.2,0.6067
4858,The GOP <Health/> Care Effort is Unraveling,Toupee,1.2,1.144154
13268,Trump to meet with tech CEOs on <government/> overhaul,liposuction,1.2,1.72373
2346,"Fox News blocked reporter from investigating Trump/Russia ties then fired her for reporting sexual <harassment/> , former employee states",failures,1.2,0.826571
8914,"Woman caught shaving <legs/> at public pool in Florida , sparks outrage",porcupines,1.2,1.350457
12270,Turkey tells citizens to reconsider <travelling/> to US,swimming,1.2,0.834065
7111,ANALYSIS : Trump 's lived by the <ratings/> but the numbers are n't working,thermostat,1.2,0.94017
1777,US soldier <gets/> worlds first penis and scrotum transplant,botches,1.2,0.737211
5646,Report : Russia Facebook ad showed black <woman/> firing rifle to provoke racial tension,goat,1.2,0.908409
4775,Chechens tell of prison <beatings/> and electric shocks in anti-gay purge : ‘ They called us animals ’,musicals,1.2,0.989701
3461,French parliamentary <elections/> : Emmanuel Macron 's party expected to triumph as Front National faces collapse,fiesta,1.2,0.747088
9614,Ben Carson 's <housing/> department removes commitment to discrimination-free communities from mission statement,dress,1.2,0.775517
8759,Trump and NATO : A more gracious <appeal/> may have gotten more mileage with the Europeans,car,1.2,0.822321
11917,Trump signs executive order to <cut/> government waste,increase,1.2,0.552198
9604,Wildlife conservationists sue over proposed <border/> wall,toy,1.2,1.114033
3750,"Mother of slain soldier says <Trump/> showed "" disrespect "" in phone call",pumpkin,1.2,1.0066
14964,Two large <banks/> to raise their minimum wage to $ 15 an hour,Llamas,1.2,0.855906
10905,Trump 's Mar-a-Lago <diplomacy/> with China 's Xi may reveal more than you think,photoshoot,1.2,1.032056
13656,"Putin tells Americans to <stop/> disrespecting Trump , because he 's the president",start,1.2,0.881735
7619,Debate over use of jumbo <bomber/> as wildfires rage in West,Shrimp,1.2,0.988958
3201,Gillespie Victory In Virginia Would <Vindicate/> Trump MAGA Agenda,Tickle,1.2,1.140576
14325,CDC director bought <tobacco/> stock while in office : report,circus,1.2,1.483273
8025,US farmers in ' precarious position ' with <China/> as trade war fears escalate,gophers,1.2,0.925403
8441, <Russia/> says will not offer to host Trump meeting with North Korea 's Kim : RIA,Building,1.2,0.642094
11783," <Russia/> has until Saturday to close 3 U.S. diplomatic offices , State Dept says",Heaven,1.2,0.690103
10265,Kasich wo n’t close <door/> on 2020 presidential run,purse,1.2,0.747789
8045,"' Matilda ' film on last czar 's <affair/> , sparks controversy in Russia",nose,1.2,0.705687
992,Sen. Marco Rubio thinks the GOP tax plan helps <corporations/> too much,environment,1.2,0.602741
6404, <Environmentalists/> triumph as Senate upholds drilling rule,Drills,1.2,0.58343
13478,Devin Nunes Asks <Jeff Sessions/> What He 's Doing About FBI Violations of FISA Protocols,Grandpa,1.2,1.155197
8873,Trump Org told to <remove/> phony Time magazine issues,believe,1.2,0.83477
926,Fox Keeps Urging Trump To <Fire/> Mueller,date,1.2,1.041101
9638,Huckabee : My daughter ‘ has no desire ’ for Spicer ’s <job/> ,bush,1.2,1.046823
13393,Detained <DREAMer/> files petition to go free,fly,1.2,0.440573
8279,"In a reversal , the Trump administration now says green <card/> holders can enter the US",tomato,1.2,1.074364
7402,Hannity is Cohen 's secret <client/> ,chef,1.2,0.804928
6658,Mark Zuckerberg 's net worth plunges $ 5.3 billion on Facebook <data/> controversy,candy,1.2,0.921672
9766, <Republican/> Report Accidentally Proves Trump Lied About Voter Fraud,Every,1.2,0.647571
7355,White <House/> struggles to contain Flynn fallout,man,1.2,0.493089
3599,"Mourning The Sad Trump <Truth/> , And How Vegas Snapped Me Out Of It",Wardrobe,1.2,1.299135
9377,"Former <police officer/> , 72 , arrested in decades-old ' Golden State Killer ' case , suspected in at least 12 murders and 45 rapes",tortoise,1.2,0.772066
35,NPR And The Word ' <Liar/> ' : Intent Is Key,Spelling,1.2,0.650331
